,,,,,,,,,,,,,,,,,,,,,,,
AGOTADO,H6218,95 ,81780-05500,CHINA,AMORTIG.MALETA RH ,HD ATOS,DAC,,20%,0,,,12,COMPARTIDO,LISTA ALFABETICA A -Z ,HYUNDAI,A,,5,A,CARROCERIA,,
,H5986,20 ,23141-02610,KOREA,ARANDELA PIÑON CIGUEÑAL BRIDA,HD ATOS ,OEM,"$ 5,800",20%,5500,,,13,COMPARTIDO,LISTA ALFABETICA A -Z ,HYUNDAI,A,,2,A,MOTOR,,
,H1299,9 ,43204-34000,KOREA,ARANDELA PLANETARIO ,HD ATOS,OEM,"$ 2,121",20%,2000,,,14,COMPARTIDO,LISTA ALFABETICA A -Z ,HYUNDAI,A,,3,A,TRANSMISION,,
,K4019,19 ,MB001-27-252,KOREA,ARANDELA PLANETARIO ,KIA PICANTO,OEM,"$ 6,200",20%,5900,,,15,COMPARTIDO,LISTA ALFABETICA A -Z ,KIA,A,,3,A,TRANSMISION,,
,K4020,31 ,MB001-27256,KOREA,ARANDELA SATELITE ,KIA PICANTO-I10,OEM,"$ 2,800",20%,2700,,,16,COMPARTIDO,LISTA ALFABETICA A -Z ,KIA,A,,3,A,TRANSMISION,,
AGOTADO,CH0673,178 ,96325063,KOREA,ARANDELA SATELITE ,CH SPARK-CHRON-ATOS,GM ,,20%,0,,,17,COMPARTIDO,LISTA ALFABETICA A -Z ,CHEVROLET,A,,3,A,TRANSMISION,,
,H2907,37 ,22443-23001,KOREA,ARO BUJIA,HD  VISION-ELANTRA-TUCSON ,ONNURI,"$ 3,700",20%,3500,,,18,COMPARTIDO,LISTA ALFABETICA A -Z ,HYUNDAI,A,,2,A,MOTOR,,
,CH0480,126 ,94580144,CHINA,BALANCIN MOTOR ,CH.SPARK/CHRONOS,OEM,"$ 16,600",20%,15800,,,19,COMPARTIDO,LISTA ALFABETICA A -Z ,DAEWOO,B,,2,B,MOTOR,,
,D0741,134 ,90409194,CHINA,BALANCIN MOTOR ,DW.RACER-CIELO,OEM,"$ 9,800",20%,9300,,,20,COMPARTIDO,LISTA ALFABETICA A -Z ,DAEWOO,B,,2,B,MOTOR,,
,K4248,83 ,24551-02200,CHINA,BALANCIN MOTOR  ADM,KIA PICANTO SANTRO I10,OEM,"$ 20,500",20%,19500,,,21,COMPARTIDO,LISTA ALFABETICA A -Z ,HYUNDAI,B,,2,B,MOTOR,,
AGOTADO,H1592,83 ,24552-02500,CHINA,BALANCIN MOTOR  ADMISION,HD ATOS,OEM,,20%,0,,,22,COMPARTIDO,LISTA ALFABETICA A -Z ,HYUNDAI,B,,2,B,MOTOR,,
,H5576,8 ,24552-02200,CHINA,BALANCIN MOTOR ESC ,KIA PICANTO-I10 ,OEM,"$ 18,500",20%,17600,,,23,COMPARTIDO,LISTA ALFABETICA A -Z ,KIA,B,,2,B,MOTOR,,
,H3932,234 ,31113-OX000,CHINA,BASE SOPORTE PILA GASO SUPERIOR,HD I10 ,OEM ,"$ 49,400",20%,47000,,,24,COMPARTIDO,LISTA ALFABETICA A -Z ,HYUNDAI,B,,2,B,MOTOR,,
,K6059,116 ,31113-07000,CHINA,BASE SOPORTE PILA GASOLINA SUP,KIA ION - PICANTO MORNING,OEM,"$ 29,593",20%,27900,,,25,COMPARTIDO,LISTA ALFABETICA A -Z ,KIA,B,,2,B,MOTOR,,
,H6310,109 ,25329-1J100,CHINA,BASE TAPA RADIADOR ,HD I25,OEM ,"$ 24,200",20%,23000,,,26,COMPARTIDO,LISTA ALFABETICA A -Z ,HYUNDAI,B,,2,B,MOTOR,,
,H6082,79 ,25329-1J100,CHINA,BASE TAPA RADIADOR ,HD I25,OEM,"$ 20,950",20%,19950,,,27,COMPARTIDO,LISTA ALFABETICA A -Z ,HYUNDAI,B,,2,B,MOTOR,,
,H5044,232 ,25620-26160,CHINA,BASE TERMOSTATO ,HD VISION-GETZ-SEPHIA 1.4,OEM,"$ 38,900",20%,37000,,,28,COMPARTIDO,LISTA ALFABETICA A -Z ,HYUNDAI,B,,2,B,MOTOR,,
AGOTADO,K6260,6 ,25620-23650,CHINA,BASE TERMOSTATO ,KIA SPORTAGE,OEM ,,20%,0,,,29,COMPARTIDO,LISTA ALFABETICA A -Z ,KIA,B,,2,B,MOTOR,,
AGOTADO,CH5221,162 ,96391875,CHINA,BIELETA SUSPENSION DEL,CH AVEO-VIVANT-TACUMA-NUBIRA,J P ,,20%,0,,,30,COMPARTIDO,LISTA ALFABETICA A -Z ,CHEVROLET,B,,1,B,SUSPENSION,,
AGOTADO,CH0744,134 ,95947829,KOREA,BIELETA SUSPENSION DEL,CH  SPARK GT ,ONNURI,,20%,0,,,31,COMPARTIDO,LISTA ALFABETICA A -Z ,CHEVROLET,B,,1,B,SUSPENSION,,
AGOTADO,CH0770,129 ,95994977,KOREA,BIELETA SUSPENSION DEL ,CH AVEO-SAIL-VIVANT-TACUMA-NUBIRA,SAMYUNG,,20%,0,,,32,COMPARTIDO,LISTA ALFABETICA A -Z ,CHEVROLET,B,,1,B,SUSPENSION,,
AGOTADO,H7294,21 ,54830-2W000,KOREA,BIELETA SUSPENSION DEL ,HD GRAN SANTAFE-SORENTO RADICAL,SAMYUNG,,20%,0,,,33,COMPARTIDO,LISTA ALFABETICA A -Z ,HYUNDAI,B,,1,B,SUSPENSION,,
AGOTADO,H6288,217 ,54830-0U000,KOREA,BIELETA SUSPENSION DEL ,HD I25-RIO SPICE ,SAMYUNG,,20%,0,,,34,COMPARTIDO,LISTA ALFABETICA A -Z ,HYUNDAI,B,,1,B,SUSPENSION,,
,H0618,107 ,54830-1G500,KOREA,BIELETA SUSPENSION DEL ,HD VISION-RIO XCITE IZQ ,SAMYUNG,"$ 18,970",20%,18060,,,35,COMPARTIDO,LISTA ALFABETICA A -Z ,HYUNDAI,B,,1,B,SUSPENSION,,
AGOTADO,CH5936,125 ,95947829,KOREA,BIELETA SUSPENSION DEL ,CH SPARK GT ,SAMYUNG,,20%,0,,,36,COMPARTIDO,LISTA ALFABETICA A -Z ,CHEVROLET,B,,1,B,SUSPENSION,,
AGOTADO,H0619,103 ,54840-1G500,KOREA,BIELETA SUSPENSION DEL  DER,HD VISION-RIO XCITE,SAMYUNG,,20%,0,,,37,COMPARTIDO,LISTA ALFABETICA A -Z ,HYUNDAI,B,,1,B,SUSPENSION,,
AGOTADO,CH0950,150 ,96403099,KOREA,BIELETA SUSPENSION DEL  IZQ,CH OPTRA,SAMYUNG,,20%,0,,,38,COMPARTIDO,LISTA ALFABETICA A -Z ,CHEVROLET,B,,1,B,SUSPENSION,,
AGOTADO,K6043,75 ,54830-G6000,KOREA,BIELETA SUSPENSION DEL  LH-RH,KIA ION ALL NEW,SAMYUNG,,20%,0,,,39,COMPARTIDO,LISTA ALFABETICA A -Z ,KIA,B,,1,B,SUSPENSION,,
,H5891,87 ,54820-02000,CHINA,BIELETA SUSPENSION DEL  -METALICA,HD ATOS,OEM ,"$ 10,400",20%,9900,,,40,COMPARTIDO,LISTA ALFABETICA A -Z ,HYUNDAI,B,,1,B,SUSPENSION,,
,R0126,210 ,7700799404,CHINA,BIELETA SUSPENSION DEL -(POLIURETANO) ,RN CLIO II-SYMBOL-MEGANE,OEM,"$ 8,720",20%,8300,,,41,COMPARTIDO,LISTA ALFABETICA A -Z ,RENAULT,B,,1,B,SUSPENSION,,
AGOTADO,R0283,115 ,8200050191,CHINA,BIELETA SUSPENSION DEL DER,RN TWINGO 16V,OEM,,20%,0,,,42,COMPARTIDO,LISTA ALFABETICA A -Z ,RENAULT,B,,1,B,SUSPENSION,,
AGOTADO,CH3440,151 ,96403100,KOREA,BIELETA SUSPENSION DEL DER,CH  OPTRA,SAMYUNG,,20%,0,,,43,COMPARTIDO,LISTA ALFABETICA A -Z ,CHEVROLET,B,,1,B,SUSPENSION,,
AGOTADO,R0125,114 ,8200040618,CHINA,BIELETA SUSPENSION DEL IZQ,RN TWINGO 16V,OEM,,20%,0,,,44,COMPARTIDO,LISTA ALFABETICA A -Z ,RENAULT,B,,1,B,SUSPENSION,,
,K4334,83 ,54830-1J000,CHINA,BIELETA SUSPENSION DEL IZQ,KIA ION ,J P,"$ 16,440",20%,15650,,,45,COMPARTIDO,LISTA ALFABETICA A -Z ,KIA,B,,1,B,SUSPENSION,,
AGOTADO,R1536,137 ,8200814411,CHINA,BIELETA SUSPENSION DEL IZQ/DER -TRAS-4X4 ,"RN DUSTER 1,6-2,0 4X4",OEM,,20%,0,,,46,COMPARTIDO,LISTA ALFABETICA A -Z ,RENAULT,B,,1,B,SUSPENSION,,
,K0183,93 ,54830-1J000,KOREA,BIELETA SUSPENSION DEL LH ,KIA ION ,SAMYUNG,"$ 20,730",20%,19740,,,47,COMPARTIDO,LISTA ALFABETICA A -Z ,KIA,B,,1,B,SUSPENSION,,
AGOTADO,K3950,85 ,54830-07000,KOREA,BIELETA SUSPENSION DEL LH ,KIA PICANTO-I10-GRAND I10 ,SAMYUNG,,20%,0,,,48,COMPARTIDO,LISTA ALFABETICA A -Z ,KIA,B,,1,B,SUSPENSION,,
AGOTADO,K3920,75 ,54830-07000,CHINA,BIELETA SUSPENSION DEL LH ,KIA PICANTO-I10-GRAND I10 ,J-P,,20%,0,,,49,COMPARTIDO,LISTA ALFABETICA A -Z ,KIA,B,,1,B,SUSPENSION,,
AGOTADO,K4280,113 ,54830-1J000,CHINA,BIELETA SUSPENSIÓN DEL LH ,KIA ION ,OEM,,20%,0,,,50,COMPARTIDO,LISTA ALFABETICA A -Z ,KIA,B,,1,B,SUSPENSION,,
AGOTADO,H6085,97 ,54830-07000,CHINA,BIELETA SUSPENSIÓN DEL LH ,KIA PICANTO-I10-GRAND I10,OEM,,20%,0,,,51,COMPARTIDO,LISTA ALFABETICA A -Z ,KIA,B,,1,B,SUSPENSION,,
,R0988,177 ,R0115,CHINA,BIELETA SUSPENSION DEL -POLYURETHANE,RN CLIO II-SYMBOL-LOGAN-TWINGO II,S G,"$ 17,325",20%,17300,,,52,COMPARTIDO,LISTA ALFABETICA A -Z ,RENAULT,B,,1,B,SUSPENSION,,
AGOTADO,K4281,91 ,54840-1J000,CHINA,BIELETA SUSPENSION DEL RH ,KIA ION ,OEM,,20%,0,,,53,COMPARTIDO,LISTA ALFABETICA A -Z ,KIA,B,,1,B,SUSPENSION,,
,K0182,90 ,54840-1J000,KOREA,BIELETA SUSPENSION DEL RH ,KIA ION ,SAMYUNG,"$ 20,730",20%,19740,,,54,COMPARTIDO,LISTA ALFABETICA A -Z ,KIA,B,,1,B,SUSPENSION,,
AGOTADO,K3952,81 ,54840-07000,KOREA,BIELETA SUSPENSION DEL RH ,KIA PICANTO-I10-GRAND I10,SAMYUNG,,20%,0,,,55,COMPARTIDO,LISTA ALFABETICA A -Z ,KIA,B,,1,B,SUSPENSION,,
AGOTADO,K1725,101 ,54840-07000,CHINA,BIELETA SUSPENSIÓN DEL RH ,KIA PICANTO-I10-GRAND I10 ,OEM,,20%,0,,,56,COMPARTIDO,LISTA ALFABETICA A -Z ,KIA,B,,1,B,SUSPENSION,,
AGOTADO,K4125,115 ,54830-0U000,CHINA,BIELETA SUSPENSION DELANTERA ,HD I25-RIO SPICE,J P,,20%,0,,,57,COMPARTIDO,LISTA ALFABETICA A -Z ,KIA,B,,1,B,SUSPENSION,,
AGOTADO,M0711,117 ,9021967,CHINA,BIELETA SUSPENSION DELANTERA ,MZ MAZDA 2 - SAIL,J-P,,20%,0,,,58,COMPARTIDO,LISTA ALFABETICA A -Z ,MAZDA,B,,1,B,SUSPENSION,,
,H0584,12 ,54820-02000,NAL,BIELETA SUSPENSIÓN DELANTERA ,HD ATOS ,OEM,"$ 8,060",20%,7670,,,59,COMPARTIDO,LISTA ALFABETICA A -Z ,HYUNDAI,B,,1,B,SUSPENSION,,
,K1992,105 ,54840-1J000,CHINA,BIELETA SUSPENSION DELDER,KIA ION ,J P,"$ 16,440",20%,15650,,,60,COMPARTIDO,LISTA ALFABETICA A -Z ,KIA,B,,1,B,SUSPENSION,,
AGOTADO,K3921,109 ,54840-07000,CHINA,BIELETA SUSPENSION DELRH ,KIA PICANTO-I10-GRAND I10 ,J-P,,20%,0,,,61,COMPARTIDO,LISTA ALFABETICA A -Z ,KIA,B,,1,B,SUSPENSION,,
AGOTADO,H6289,262 ,55530-2E100,KOREA,BIELETA SUSPENSION TRAS ,HD TUCSON,ONNURI,,20%,0,,,62,COMPARTIDO,LISTA ALFABETICA A -Z ,HYUNDAI,B,,1,B,SUSPENSION,,
,M0710,183 ,BP4K-28-170D,CHINA,BIELETA SUSPENSION TRAS ,MZ MAZDA 3 ,OEM,"$ 16,300",20%,16900,,,63,COMPARTIDO,LISTA ALFABETICA A -Z ,MAZDA,B,,1,B,SUSPENSION,,
,M0841,107 ,BP4K-28-170D,CHINA,BIELETA SUSPENSION TRASERA ,MZ MAZDA 3,J-P,"$ 16,700",20%,15900,,,64,COMPARTIDO,LISTA ALFABETICA A -Z ,MAZDA,B,,1,B,SUSPENSION,,
AGOTADO,CH0206,MZ59,96253555,KOREA,BOBINA ENCENDIDO ,CH SPARK-CHRON-AVEO,KSU,,20%,0,,,65,SOLO DAP,LISTA ALFABETICA A -Z ,CHEVROLET,B,,4,B,PARTE ELECTRICA,,
,K1900,71 ,27301-2B010,KOREA,BOBINA ENCENDIDO ,KIA CERATO-I25-I35 1.6-SOUL-SPICE,MOBIS,"$ 132,500",20%,126100,,,66,COMPARTIDO,LISTA ALFABETICA A -Z ,KIA,B,,4,B,PARTE ELECTRICA,,
AGOTADO,N1151,107 ,7170247423,CHINA,BOCIN DELANTERO 4X4 6 PERNOS ,NISSAN FRONTIER NP300 16-17,OEM,,20%,0,,,67,COMPARTIDO,LISTA ALFABETICA A -Z ,NISSAN,B,,1,B,SUSPENSION,,
AGOTADO,H5089,81 ,51750-1J000 ,CHINA,BOCIN RUEDA DEL ,HD GRAND I10-I25-SPICE-PICANTO ALL NEW,OEM,,20%,0,,,68,COMPARTIDO,LISTA ALFABETICA A -Z ,HYUNDAI,B,,1,B,SUSPENSION,,
AGOTADO,H6024,111 ,51750-1J000 ,CHINA,BOCIN RUEDA DEL G,HD GRAND I10-I25-SPICE-ION ALL NEW,OEM,,20%,0,,,69,COMPARTIDO,LISTA ALFABETICA A -Z ,HYUNDAI,B,,1,B,SUSPENSION,,
,K0307,85 ,52750-0U000,CHINA,BOCIN RUEDA TRAS ,KIA ION-I25-RIO SPICE CON ABS ,OEM,"$ 141,800",20%,135000,,,70,COMPARTIDO,LISTA ALFABETICA A -Z ,KIA,B,,1,B,SUSPENSION,,
,K6265,107 ,52730-3S000,CHINA,BOCIN RUEDA TRASERA ,HD TUCSON/ KIA SPORTAGE 11-16,OEM,"$ 167,000",20%,159000,,,71,COMPARTIDO,LISTA ALFABETICA A -Z ,HYUNDAI,B,,1,B,SUSPENSION,,
,CH6300,112 ,12637040,CHINA,BOMBA ACEITE,CH CAPTIVA,OEM,"$ 263,900",20%,251300,,,72,COMPARTIDO,LISTA ALFABETICA A -Z ,CHEVROLET,B,,2,B,MOTOR,,
,CH4550,120 ,9025210,CHINA,BOMBA ACEITE ,CH SAIL 1.4 ,OEM,"$ 256,000",20%,243800,,,73,COMPARTIDO,LISTA ALFABETICA A -Z ,CHEVROLET,B,,2,B,MOTOR,,
AGOTADO,CH4707,116 ,25193452,CHINA,BOMBA ACEITE ,CH SPARK GT ,OEM,,20%,0,,,74,COMPARTIDO,LISTA ALFABETICA A -Z ,CHEVROLET,B,,2,B,MOTOR,,
,CH0192,122 ,96325246,KOREA,BOMBA ACEITE ,CH SPARK-CHRONOS,ONNURI,"$ 134,500",20%,128100,,,75,COMPARTIDO,LISTA ALFABETICA A -Z ,CHEVROLET,B,,2,B,MOTOR,,
,CH0501,209 ,25189697,KOREA,BOMBA ACEITE ,CH SPARK-CHRONOS - PRECIO MAS IVA,GM ,"$ 165,700",0%,157800,,,76,COMPARTIDO,LISTA ALFABETICA A -Z ,CHEVROLET,B,,2,B,MOTOR,,
AGOTADO,D0759,133 ,90412744,CHINA,BOMBA ACEITE ,DW RACER-CORSA,OEM,,20%,0,,,77,COMPARTIDO,LISTA ALFABETICA A -Z ,DAEWOO,B,,2,B,MOTOR,,
,H0445,13 ,21310-22650,KOREA,BOMBA ACEITE ,HD ACC-VERN,AUTO TOP,"$ 207,000",20%,197100,,,78,COMPARTIDO,LISTA ALFABETICA A -Z ,HYUNDAI,B,,2,B,MOTOR,,
,H4683,224 ,21310-02550,KOREA,BOMBA ACEITE ,HD ATOS INDU,ONNURI,"$ 157,400",20%,149900,,,79,COMPARTIDO,LISTA ALFABETICA A -Z ,HYUNDAI,B,,2,B,MOTOR,,
AGOTADO,H6291,84 ,21310-03100,KOREA,BOMBA ACEITE ,KIA ION 1250,AUTO TOP,,20%,0,,,80,COMPARTIDO,LISTA ALFABETICA A -Z ,KIA,B,,2,B,MOTOR,,
,H5922,90 ,21310-26802,KOREA,BOMBA ACEITE ,HD VISION - PRECIO PROMO MAS IVA,ONNURI,"$ 139,000",0%,139000,,,81,COMPARTIDO,LISTA ALFABETICA A -Z ,HYUNDAI,B,,2,B,MOTOR,,
,K4395,84 ,21350-04120,KOREA,BOMBA ACEITE ,KIA ION 1.0 ,AUTO TOP,"$ 413,300",20%,393600,,,82,COMPARTIDO,LISTA ALFABETICA A -Z ,KIA,B,,2,B,MOTOR,,
,H0360,80 ,21310-02550,KOREA,BOMBA ACEITE ,HD ATOS INDU,MOBIS,"$ 197,350",20%,187950,,,83,COMPARTIDO,LISTA ALFABETICA A -Z ,HYUNDAI,B,,2,B,MOTOR,,
,K3959,92 ,21350-04120,KOREA,BOMBA ACEITE ,KIA ION 1.0 PRECIO PROMO MAS IVA,MOBIS,"$ 372,800",0%,355000,,,84,COMPARTIDO,LISTA ALFABETICA A -Z ,KIA,B,,2,B,MOTOR,,
,K1190,254 ,21310-02552,KOREA,BOMBA ACEITE ,KIA PICANTO II- I10 PRECIO PROMO MAS IVA,MOBIS,"$ 141,800",0%,135000,,,85,COMPARTIDO,LISTA ALFABETICA A -Z ,KIA,B,,2,B,MOTOR,,
AGOTADO,D0137,208 ,25194440,KOREA,BOMBA AGUA ,CH MATIZ-SPARK-CHRON,ONNURI,,20%,0,,,86,COMPARTIDO,LISTA ALFABETICA A -Z ,CHEVROLET,B,,2,B,MOTOR,,
,K6095,223 ,25100-03010,KOREA,BOMBA AGUA ,KIA PICANTO ION 1.2-RIO SPICE 1.2,ONNURI,"$ 82,800",20%,78800,,,87,COMPARTIDO,LISTA ALFABETICA A -Z ,KIA,B,,2,B,MOTOR,,
AGOTADO,R0178,19 DAP,210100753R,FRANCE,BOMBA AGUA ,RN CLIO II - MEGANE,RENAULT,,15%,#N/D,,,88,SOLO DAP,LISTA ALFABETICA A -Z ,RENAULT,B,,2,B,MOTOR,,
AGOTADO,R0990,16 DAP,7701478018,FRANCE,BOMBA AGUA ,RN LOGAN - SYMB - KANGU,RENAULT,,15%,#N/D,,,89,SOLO DAP,LISTA ALFABETICA A -Z ,RENAULT,B,,2,B,MOTOR,,
AGOTADO,H3954,113 ,25100-02502,KOREA,BOMBA AGUA ,HD ATOS ,ONNURI,,20%,0,,,90,COMPARTIDO,LISTA ALFABETICA A -Z ,HYUNDAI,B,,2,B,MOTOR,,
AGOTADO,CH3268,245 ,96930074,KOREA,BOMBA AGUA ,CH AVEO 1.4-1.6 OPTRA 1.4-1.6,ONNURI,,20%,0,,,91,COMPARTIDO,LISTA ALFABETICA A -Z ,CHEVROLET,B,,2,B,MOTOR,,
,K6210,241 ,25100-04010,KOREA,BOMBA AGUA ,KIA PICANTO ION 1.0 ,ONNURI,"$ 83,900",20%,79900,,,92,COMPARTIDO,LISTA ALFABETICA A -Z ,KIA,B,,2,B,MOTOR,,
AGOTADO,H0223,69 ,25100-02566,KOREA,BOMBA AGUA ,KIA PICANTO-I10 ,ONNURI,,20%,0,,,93,COMPARTIDO,LISTA ALFABETICA A -Z ,KIA,B,,2,B,MOTOR,,
AGOTADO,CH2194,124 ,96666219,KOREA,BOMBA AGUA ,CH MATIZ-SPARK-CHRON,ONNURI,,20%,0,,,94,COMPARTIDO,LISTA ALFABETICA A -Z ,CHEVROLET,B,,2,B,MOTOR,,
,D0911,213 ,96499089,KOREA,BOMBA AGUA ,CH OPTRA 1.8 M.N,ONNURI,"$ 74,500",20%,70900,,,95,COMPARTIDO,LISTA ALFABETICA A -Z ,CHEVROLET,B,,2,B,MOTOR,,
,H2834,238 ,25100-27400,KOREA,BOMBA AGUA ,HD TUCSON-SANTFE-SPORTAGE DIESEL ,ONNURI,"$ 91,000",20%,86600,,,96,COMPARTIDO,LISTA ALFABETICA A -Z ,HYUNDAI,B,,2,B,MOTOR,,
,T0210,237 ,16100-39545,CHINA,BOMBA AGUA ,TOYOTA HILUX - FORTUNE,OEM,"$ 134,700",20%,128300,,,97,COMPARTIDO,LISTA ALFABETICA A -Z ,TOYOTA,B,,2,B,MOTOR,,
,H0065,79 ,25100-02502,KOREA,BOMBA AGUA ,HD ATOS ,ONNURI,"$ 68,700",20%,65400,,,98,COMPARTIDO,LISTA ALFABETICA A -Z ,HYUNDAI,B,,2,B,MOTOR,,
AGOTADO,H4211,236 ,25100-02566,KOREA,BOMBA AGUA ,KIA PICANTO-I10 ,ONNURI,,20%,0,,,99,COMPARTIDO,LISTA ALFABETICA A -Z ,KIA,B,,2,B,MOTOR,,
,R0869,114 ,210102662R/8413309000,CHINA,BOMBA AGUA RN ,RN KWID,OEM ,"$ 83,000",20%,79000,,,100,COMPARTIDO,LISTA ALFABETICA A -Z ,RENAULT,B,,2,B,MOTOR,,
AGOTADO,H1246,7 ,41710-23000,KOREA,BOMBA AUXILIAR CLUTCH ,HD VISION ,VALEO,,20%,0,,,101,COMPARTIDO,LISTA ALFABETICA A -Z ,HYUNDAI,B,,3,B,TRANSMISION,,
AGOTADO,CH6127,148 ,96293075,CHINA,BOMBA AUXILIAR CLUTCH ,CH AVEO,OEM,,20%,0,,,102,COMPARTIDO,LISTA ALFABETICA A -Z ,CHEVROLET,B,,3,B,TRANSMISION,,
AGOTADO,D1433,152 ,96184047,CHINA,BOMBA AUXILIAR CLUTCH ,DW RACER-CIELO,DAC,,20%,0,,,103,COMPARTIDO,LISTA ALFABETICA A -Z ,DAEWOO,B,,3,B,TRANSMISION,,
