,,,,,,,,,,,,,,,,,,,,,,,,
AGOTADO,38,CH0950,150 ,96403099,KOREA,BIELETA SUSPENSION DEL  IZQ,CH OPTRA,SAMYUNG,,20%,,,,,,,,,,1,B,SUSPENSION,,
AGOTADO,39,K6043,75 ,54830-G6000,KOREA,BIELETA SUSPENSION DEL  LH-RH,KIA ION ALL NEW,SAMYUNG,,20%,,,,,,,,,,1,B,SUSPENSION,,
,40,H5891,87 ,54820-02000,CHINA,BIELETA SUSPENSION DEL  -METALICA,HD ATOS,OEM,"$ 10,920",20%,,,,,,,,,,1,B,SUSPENSION,,
,41,R0126,210 ,7700799404,CHINA,BIELETA SUSPENSION DEL -(POLIURETANO) ,RN CLIO II-SYMBOL-MEGANE,OEM,"$ 8,720",20%,,,,,,,,,,1,B,SUSPENSION,,
AGOTADO,42,R0283,115 ,8200050191,CHINA,BIELETA SUSPENSION DEL DER,RN TWINGO 16V,OEM,,20%,,,,,,,,,,1,B,SUSPENSION,,
AGOTADO,43,CH3440,151 ,96403100,KOREA,BIELETA SUSPENSION DEL DER,CH  OPTRA,SAMYUNG,,20%,,,,,,,,,,1,B,SUSPENSION,,
AGOTADO,44,R0125,114 ,8200040618,CHINA,BIELETA SUSPENSION DEL IZQ,RN TWINGO 16V,OEM,,20%,,,,,,,,,,1,B,SUSPENSION,,
,45,K4334,83 ,54830-1J000,CHINA,BIELETA SUSPENSION DEL IZQ,KIA ION ,J P,"$ 16,440",20%,,,,,,,,,,1,B,SUSPENSION,,
AGOTADO,46,R1536,137 ,8200814411,CHINA,BIELETA SUSPENSION DEL IZQ/DER -TRAS-4X4 ,"RN DUSTER 1,6-2,0 4X4",OEM,,20%,,,,,,,,,,1,B,SUSPENSION,,
,47,K0183,93 ,54830-1J000,KOREA,BIELETA SUSPENSION DEL LH ,KIA ION ,SAMYUNG,"$ 20,730",20%,,,,,,,,,,1,B,SUSPENSION,,
AGOTADO,48,K3950,85 ,54830-07000,KOREA,BIELETA SUSPENSION DEL LH ,KIA PICANTO-I10-GRAND I10 ,SAMYUNG,,20%,,,,,,,,,,1,B,SUSPENSION,,
AGOTADO,49,K3920,75 ,54830-07000,CHINA,BIELETA SUSPENSION DEL LH ,KIA PICANTO-I10-GRAND I10 ,J-P,,20%,,,,,,,,,,1,B,SUSPENSION,,
AGOTADO,50,K4280,113 ,54830-1J000,CHINA,BIELETA SUSPENSIÓN DEL LH ,KIA ION ,OEM,,20%,,,,,,,,,,1,B,SUSPENSION,,
AGOTADO,51,H6085,97 ,54830-07000,CHINA,BIELETA SUSPENSIÓN DEL LH ,KIA PICANTO-I10-GRAND I10,OEM,,20%,,,,,,,,,,1,B,SUSPENSION,,
,52,R0988,177 ,R0115,CHINA,BIELETA SUSPENSION DEL -POLYURETHANE,RN CLIO II-SYMBOL-LOGAN-TWINGO II,S G,"$ 17,325",20%,,,,,,,,,,1,B,SUSPENSION,,
AGOTADO,53,K4281,91 ,54840-1J000,CHINA,BIELETA SUSPENSION DEL RH ,KIA ION ,OEM,,20%,,,,,,,,,,1,B,SUSPENSION,,
,54,K0182,90 ,54840-1J000,KOREA,BIELETA SUSPENSION DEL RH ,KIA ION ,SAMYUNG,"$ 20,730",20%,,,,,,,,,,1,B,SUSPENSION,,
AGOTADO,55,K3952,81 ,54840-07000,KOREA,BIELETA SUSPENSION DEL RH ,KIA PICANTO-I10-GRAND I10,SAMYUNG,,20%,,,,,,,,,,1,B,SUSPENSION,,
AGOTADO,56,K1725,101 ,54840-07000,CHINA,BIELETA SUSPENSIÓN DEL RH ,KIA PICANTO-I10-GRAND I10 ,OEM,,20%,,,,,,,,,,1,B,SUSPENSION,,
AGOTADO,57,K4125,115 ,54830-0U000,CHINA,BIELETA SUSPENSION DELANTERA ,HD I25-RIO SPICE,J P,,20%,,,,,,,,,,1,B,SUSPENSION,,
AGOTADO,58,M0711,117 ,9021967,CHINA,BIELETA SUSPENSION DELANTERA ,MZ MAZDA 2 - SAIL,J-P,,20%,,,,,,,,,,1,B,SUSPENSION,,
,59,H0584,12 ,54820-02000,NAL,BIELETA SUSPENSIÓN DELANTERA ,HD ATOS ,OEM,"$ 8,060",20%,,,,,,,,,,1,B,SUSPENSION,,
,60,K1992,105 ,54840-1J000,CHINA,BIELETA SUSPENSION DELDER,KIA ION ,J P,"$ 16,440",20%,,,,,,,,,,1,B,SUSPENSION,,
AGOTADO,61,K3921,109 ,54840-07000,CHINA,BIELETA SUSPENSION DELRH ,KIA PICANTO-I10-GRAND I10 ,J-P,,20%,,,,,,,,,,1,B,SUSPENSION,,
AGOTADO,62,H6289,262 ,55530-2E100,KOREA,BIELETA SUSPENSION TRAS ,HD TUCSON,ONNURI,,20%,,,,,,,,,,1,B,SUSPENSION,,
,63,M0710,183 ,BP4K-28-170D,CHINA,BIELETA SUSPENSION TRAS ,MZ MAZDA 3 ,OEM,"$ 16,300",20%,,,,,,,,,,1,B,SUSPENSION,,
,64,M0841,107 ,BP4K-28-170D,CHINA,BIELETA SUSPENSION TRASERA ,MZ MAZDA 3,J-P,"$ 16,700",20%,,,,,,,,,,1,B,SUSPENSION,,
AGOTADO,65,CH0206,MZ59,96253555,KOREA,BOBINA ENCENDIDO ,CH SPARK-CHRON-AVEO,KSU,,20%,,,,,,,,,,4,B,PARTE ELECTRICA,,
,66,K1900,71 ,27301-2B010,KOREA,BOBINA ENCENDIDO ,KIA CERATO-I25-I35 1.6-SOUL-SPICE,MOBIS,"$ 132,500",20%,,,,,,,,,,4,B,PARTE ELECTRICA,,
AGOTADO,67,N1151,107 ,7170247423,CHINA,BOCIN DELANTERO 4X4 6 PERNOS ,NISSAN FRONTIER NP300 16-17,OEM,,20%,,,,,,,,,,1,B,SUSPENSION,,
AGOTADO,68,H5089,81 ,51750-1J000 ,CHINA,BOCIN RUEDA DEL ,HD GRAND I10-I25-SPICE-PICANTO ALL NEW,OEM,,20%,,,,,,,,,,1,B,SUSPENSION,,
AGOTADO,69,H6024,111 ,51750-1J000 ,CHINA,BOCIN RUEDA DEL G,HD GRAND I10-I25-SPICE-ION ALL NEW,OEM,,20%,,,,,,,,,,1,B,SUSPENSION,,
,70,K0307,85 ,52750-0U000,CHINA,BOCIN RUEDA TRAS ,KIA ION-I25-RIO SPICE CON ABS ,OEM,"$ 141,800",20%,,,,,,,,,,1,B,SUSPENSION,,
,71,K6265,107 ,52730-3S000,CHINA,BOCIN RUEDA TRASERA ,HD TUCSON/ KIA SPORTAGE 11-16,OEM,"$ 167,000",20%,,,,,,,,,,1,B,SUSPENSION,,
,72,CH6300,112 ,12637040,CHINA,BOMBA ACEITE,CH CAPTIVA,OEM,"$ 263,900",20%,,,,,,,,,,2,B,MOTOR,,
,73,CH4550,120 ,9025210,CHINA,BOMBA ACEITE ,CH SAIL 1.4 ,OEM,"$ 256,000",20%,,,,,,,,,,2,B,MOTOR,,
AGOTADO,74,CH4707,116 ,25193452,CHINA,BOMBA ACEITE ,CH SPARK GT ,OEM,,20%,,,,,,,,,,2,B,MOTOR,,
,75,CH0192,122 ,96325246,KOREA,BOMBA ACEITE ,CH SPARK-CHRONOS,ONNURI,"$ 134,500",20%,,,,,,,,,,2,B,MOTOR,,
,76,CH0501,209 ,25189697,KOREA,BOMBA ACEITE ,CH SPARK-CHRONOS - PRECIO MAS IVA,GM ,"$ 165,700",0%,,,,,,,,,,2,B,MOTOR,,
AGOTADO,77,D0759,133 ,90412744,CHINA,BOMBA ACEITE ,DW RACER-CORSA,OEM,,20%,,,,,,,,,,2,B,MOTOR,,
,78,H0445,13 ,21310-22650,KOREA,BOMBA ACEITE ,HD ACC-VERN,AUTO TOP,"$ 207,000",20%,,,,,,,,,,2,B,MOTOR,,
,79,H4683,224 ,21310-02550,KOREA,BOMBA ACEITE ,HD ATOS INDU,ONNURI,"$ 157,400",20%,,,,,,,,,,2,B,MOTOR,,
,80,H6291,84 ,21310-03100,KOREA,BOMBA ACEITE ,KIA ION 1250,AUTO TOP,"$ 97,250",20%,,,,,,,,,,2,B,MOTOR,,
,81,H5922,90 ,21310-26802,KOREA,BOMBA ACEITE ,HD VISION - PRECIO PROMO MAS IVA,ONNURI,"$ 139,000",0%,,,,,,,,,,2,B,MOTOR,,
,82,K4395,84 ,21350-04120,KOREA,BOMBA ACEITE ,KIA ION 1.0 ,AUTO TOP,"$ 413,300",20%,,,,,,,,,,2,B,MOTOR,,
,83,H0360,80 ,21310-02550,KOREA,BOMBA ACEITE ,HD ATOS INDU,MOBIS,"$ 197,350",20%,,,,,,,,,,2,B,MOTOR,,
,84,K3959,92 ,21350-04120,KOREA,BOMBA ACEITE ,KIA ION 1.0 PRECIO PROMO MAS IVA,MOBIS,"$ 372,800",0%,,,,,,,,,,2,B,MOTOR,,
,85,K1190,254 ,21310-02552,KOREA,BOMBA ACEITE ,KIA PICANTO II- I10 PRECIO PROMO MAS IVA,MOBIS,"$ 141,800",0%,,,,,,,,,,2,B,MOTOR,,
AGOTADO,86,D0137,208 ,25194440,KOREA,BOMBA AGUA ,CH MATIZ-SPARK-CHRON,ONNURI,,20%,,,,,,,,,,2,B,MOTOR,,
,87,K6095,223 ,25100-03010,KOREA,BOMBA AGUA ,KIA PICANTO ION 1.2-RIO SPICE 1.2,ONNURI,"$ 82,800",20%,,,,,,,,,,2,B,MOTOR,,
AGOTADO,88,R0178,19 DAP,210100753R,FRANCE,BOMBA AGUA ,RN CLIO II - MEGANE,RENAULT,,15%,,,,,,,,,,2,B,MOTOR,,
AGOTADO,89,R0990,16 DAP,7701478018,FRANCE,BOMBA AGUA ,RN LOGAN - SYMB - KANGU,RENAULT,,15%,,,,,,,,,,2,B,MOTOR,,
AGOTADO,90,H3954,113 ,25100-02502,KOREA,BOMBA AGUA ,HD ATOS ,ONNURI,,20%,,,,,,,,,,2,B,MOTOR,,
AGOTADO,91,CH3268,245 ,96930074,KOREA,BOMBA AGUA ,CH AVEO 1.4-1.6 OPTRA 1.4-1.6,ONNURI,,20%,,,,,,,,,,2,B,MOTOR,,
,92,K6210,241 ,25100-04010,KOREA,BOMBA AGUA ,KIA PICANTO ION 1.0 ,ONNURI,"$ 83,900",20%,,,,,,,,,,2,B,MOTOR,,
AGOTADO,93,H0223,69 ,25100-02566,KOREA,BOMBA AGUA ,KIA PICANTO-I10 ,ONNURI,,20%,,,,,,,,,,2,B,MOTOR,,
AGOTADO,94,CH2194,124 ,96666219,KOREA,BOMBA AGUA ,CH MATIZ-SPARK-CHRON,ONNURI,,20%,,,,,,,,,,2,B,MOTOR,,
,95,D0911,213 ,96499089,KOREA,BOMBA AGUA ,CH OPTRA 1.8 M.N,ONNURI,"$ 74,500",20%,,,,,,,,,,2,B,MOTOR,,
,96,H2834,238 ,25100-27400,KOREA,BOMBA AGUA ,HD TUCSON-SANTFE-SPORTAGE DIESEL ,ONNURI,"$ 91,000",20%,,,,,,,,,,2,B,MOTOR,,
,97,T0210,237 ,16100-39545,CHINA,BOMBA AGUA ,TOYOTA HILUX - FORTUNE,OEM,"$ 134,700",20%,,,,,,,,,,2,B,MOTOR,,
,98,H0065,79 ,25100-02502,KOREA,BOMBA AGUA ,HD ATOS ,ONNURI,"$ 68,700",20%,,,,,,,,,,2,B,MOTOR,,
,99,H4211,236 ,25100-02566,KOREA,BOMBA AGUA ,KIA PICANTO-I10 ,ONNURI,"$ 70,400",20%,,,,,,,,,,2,B,MOTOR,,
AGOTADO,100,R0869,129,210102662R/8413309000,CHINA,BOMBA AGUA RN ,RN KWID,OEM,,20%,,,,,,,,,,2,B,MOTOR,,
AGOTADO,101,H1246,7 ,41710-23000,KOREA,BOMBA AUXILIAR CLUTCH ,HD VISION ,VALEO,,20%,,,,,,,,,,3,B,TRANSMISION,,
AGOTADO,102,CH6127,148 ,96293075,CHINA,BOMBA AUXILIAR CLUTCH ,CH AVEO,OEM,,20%,,,,,,,,,,3,B,TRANSMISION,,
AGOTADO,103,D1433,152 ,96184047,CHINA,BOMBA AUXILIAR CLUTCH ,DW RACER-CIELO,DAC,,20%,,,,,,,,,,3,B,TRANSMISION,,
AGOTADO,104,D3362,107 ,25190335,CHINA,BOMBA AUXILIAR CLUTCH ,CH SPARK GT,DAC,,20%,,,,,,,,,,3,B,TRANSMISION,,
,105,CH3762,138 ,25190335,KOREA,BOMBA AUXILIAR CLUTCH ,CH SPARK GT,APK,"$ 73,400",20%,,,,,,,,,,3,B,TRANSMISION,,
,106,CH0569,142 ,25183025,KOREA,BOMBA AUXILIAR CLUTCH KB01010,CH AVEO ,TCIC,"$ 62,900",20%,,,,,,,,,,3,B,TRANSMISION,,
AGOTADO,107,CH0305,122 ,96652647,KOREA,BOMBA CLUTCH PRINCIPAL ,CH AVEO-LANOS,VALEO,,20%,,,,,,,,,,3,B,TRANSMISION,,
,108,D0743,174 ,96297178,KOREA,BOMBA CLUTCH PRINCIPAL ,DW CIELO-RACER,TCIC,"$ 99,800",20%,,,,,,,,,,3,B,TRANSMISION,,
,109,CH3793,109 ,25196007,CHINA,BOMBA CLUTCH PRINCIPAL ,CH SPARK GT - BEAT ,OEM,"$ 69,300",20%,,,,,,,,,,3,B,TRANSMISION,,
,110,CH3476,105 ,25196007,KOREA,BOMBA CLUTCH PRINCIPAL ,CH SPARK GT,APK,"$ 99,800",20%,,,,,,,,,,3,B,TRANSMISION,,
AGOTADO,111,H2257,19 ,41610-1G000,KOREA,BOMBA CLUTCH PRINCIPAL ,HD VISION ,TCIC,,20%,,,,,,,,,,3,B,TRANSMISION,,
,112,CH6280,168 ,9637813,CHINA,BOMBA DIR.HID ,CH CRUZE,OEM ,"$ 295,000",20%,,,,,,,,,,2,B,MOTOR,,
AGOTADO,113,CH6278,158 ,96535224,CHINA,BOMBA DIRECCION HIDRAULICO ,CH AVEO ,OEM,,20%,,,,,,,,,,1,B,SUSPENSION,,
,114,CH6276,126 ,8979466970,CHINA,BOMBA DIRECCION HIDRAULICO ,CH DMAX DIESEL ,OEM,"$ 303,900",20%,,,,,,,,,,1,B,SUSPENSION,,
,115,CH6275,102 ,24510062,CHINA,BOMBA DIRECCION HIDRAULICO ,CH N300,OEM,"$ 312,800",20%,,,,,,,,,,1,B,SUSPENSION,,
,116,CH6277,139 ,96980873,CHINA,BOMBA DIRECCION HIDRAULICO ,CH SPARK GT,OEM,"$ 308,300",20%,,,,,,,,,,1,B,SUSPENSION,,
,117,CH6279,163 ,95481152,CHINA,BOMBA DIRECCION HIDRAULICO ,CH TRACKER-SONIC ,OEM,"$ 321,800",20%,,,,,,,,,,1,B,SUSPENSION,,
,118,H6335,246 ,25327-B4000,CHINA,BOQUILLA RADIADOR ,HD GRAND I10,OEM ,"$ 37,300",20%,,,,,,,,,,2,B,MOTOR,,
AGOTADO,119,CH4649,130 ,96535300,CHINA,BRAZO AXIAL ,CH AVEO ,OEM,,20%,,,,,,,,,,1,B,SUSPENSION,,
,120,CH6120,133 ,93741074,CHINA,BRAZO AXIAL ,CH MATIZ-SPARK,OEM,"$ 17,500",20%,,,,,,,,,,1,B,SUSPENSION,,
AGOTADO,121,CH3299,139 ,95967294,CHINA,BRAZO AXIAL ,CH SPARK GT ,OEM,,20%,,,,,,,,,,1,B,SUSPENSION,,
,122,H6328,260 ,56540-22000,CHINA,BRAZO AXIAL ,HD ACCENT-EXCEL-VERNA-H100 ,OEM,"$ 21,700",20%,,,,,,,,,,1,B,SUSPENSION,,
,123,H4392,106 ,56540-B4000,CHINA,BRAZO AXIAL ,HD GRAND I10 ,J P,"$ 22,500",20%,,,,,,,,,,1,B,SUSPENSION,,
,124,H6333,14 ,56540-0U500,CHINA,BRAZO AXIAL ,HD I25-SPICE ,J P,"$ 22,500",20%,,,,,,,,,,1,B,SUSPENSION,,
AGOTADO,125,H2967,77 ,57724-1E000,CHINA,BRAZO AXIAL ,HD VISION ,OEM,,20%,,,,,,,,,,1,B,SUSPENSION,,
,126,K6228,117 ,56540-G6000,CHINA,BRAZO AXIAL ,KIA PICANTO ION NEW,OEM,"$ 17,100",20%,,,,,,,,,,1,B,SUSPENSION,,
,127,R1488,99 ,7701472120,CHINA,BRAZO AXIAL ,RN CLIO II-SIMBOL,OEM,"$ 19,630",20%,,,,,,,,,,1,B,SUSPENSION,,
AGOTADO,128,R0378,211 ,7701473498,CHINA,BRAZO AXIAL  ,CH TWINGO II,OEM,,20%,,,,,,,,,,1,B,SUSPENSION,,
,129,K3970,114 ,56540-07000,CHINA,"BRAZO AXIAL KIA PICANTO ELECTR-
",HD I10,J P,"$ 25,000",20%,,,,,,,,,,1,B,SUSPENSION,,
,130,S0424,A00 - S,GJ6A-34-J00,CHINA,BRAZO INFERIOR DERECHO ,MZ MAZDA 6 (2004/2009),DAP,"$ 136,200",20%,,,,,,,,,,1,B,SUSPENSION,,
,131,S0425,A00 - S,GJ6A-34-J50,CHINA,BRAZO INFERIOR IZQUIERDO ,MZ MAZDA 6 (2004/2009),DAP,"$ 136,200",20%,,,,,,,,,,1,B,SUSPENSION,,
,132,S0423,A00 - S,GJ6A-34-300B,CHINA,BRAZO OSCILANTE DEL DER/IZQ,MZ MAZDA 6 (2004/2009),DAP,"$ 103,500",20%,,,,,,,,,,1,B,SUSPENSION,,
AGOTADO,133,H1103,73 ,2-07-0894,NAL,BRAZO SUSPENSION TRAS DEL LH ,HD ACCENT-VERNA,DTC,,20%,,,,,,,,,,1,B,SUSPENSION,,
,134,M0961,173 ,2-11-1150,NAL,BRAZO TENSOR TRAS  IZQ BARQUILLO ,MZ MAZDA 323,DTC,"$ 42,000",20%,,,,,,,,,,1,B,SUSPENSION,,
,135,M0960,170 ,2-11-1145,NAL,BRAZO TENSOR TRASERO  DERECHO,MZ MAZDA 323,DTC,"$ 46,200",20%,,,,,,,,,,1,B,SUSPENSION,,
,136,M0329,103 ,2-11-1135,NAL,BRAZO TENSOR TRASERO - GRADUABLE,MZ MAZDA 323,DTC,"$ 56,700",20%,,,,,,,,,,1,B,SUSPENSION,,
,137,CH0161,164 ,96325017,KOREA,BRONCE SINC 1RA ,CH SPARK,OEM,"$ 19,400",20%,,,,,,,,,,3,B,TRANSMISION,,
AGOTADO,138,CH0401,152 ,96325017,KOREA,BRONCE SINC 1ra ,CH SPARK-CHRON ,GM,,20%,,,,,,,,,,3,B,TRANSMISION,,
,139,K0147,44 ,43374-02501,KOREA,BRONCE SINC 1ra ,KIA PICANTO-I10,MINWOO,"$ 76,600",20%,,,,,,,,,,3,B,TRANSMISION,,
,140,H0366,3 ,43374-02000,KOREA,BRONCE SINC 1ra-2da ,HD ATOS,OEM,"$ 17,400",20%,,,,,,,,,,3,B,TRANSMISION,,
,141,H5813,49 ,43350-02504,KOREA,BRONCE SINC 1ra-2da COMP ,HD GRAND I-10-ION- 2017 ,MINWOO,"$ 76,600",20%,,,,,,,,,,3,B,TRANSMISION,,
,142,K1775,38 ,43350-02501,KOREA,BRONCE SINC 1ra-2da COMP ,KIA PICANTO -I10 ,MINWOO,"$ 87,000",20%,,,,,,,,,,3,B,TRANSMISION,,
AGOTADO,143,K4508,71 ,43350-02504,KOREA,BRONCE SINC 1ra-2da COMP ,HD GRAND I-10-ION- 2017 ,MOBIS,,20%,,,,,,,,,,3,B,TRANSMISION,,
AGOTADO,144,H0077,22 ,43350-02501/2,KOREA,BRONCE SINC 1ra-2da COMP ,KIA PICANTO -I10,MOBIS,,20%,,,,,,,,,,3,B,TRANSMISION,,
AGOTADO,145,CH0402,163 ,96276705,KOREA,BRONCE SINC 2da ,CH SPARK-CHRON ,GM,,20%,,,,,,,,,,3,B,TRANSMISION,,
,146,CH0162,150 ,96276705,KOREA,BRONCE SINC 2DA ,CH SPARK-CHRONOS,OEM,"$ 19,600",20%,,,,,,,,,,3,B,TRANSMISION,,
AGOTADO,147,CH0163,177 ,96325164,KOREA,BRONCE SINC 3RA-4TA ,CH SPARK-CHRON ,OEM,,20%,,,,,,,,,,3,B,TRANSMISION,,
AGOTADO,148,H0885,8 ,43384-02000,KOREA,BRONCE SINC 3ra-4ta ,HD ATOS ,OEM,,20%,,,,,,,,,,3,B,TRANSMISION,,
,149,CH0403,177 ,96325164,KOREA,BRONCE SINC 3ra-4ta ,CH SPARK-CHRONOS,GM ,"$ 32,970",20%,,,,,,,,,,3,B,TRANSMISION,,
